"title","field_oeuvre_code_value","field_oeuvre_realisee_value","field_oeuvre_description_value","field_oeuvre_dimensions_value","field_oeuvres_elem_techniques_value","field_oeuvre_edition_value","field_oeuvre_cout_prod_value","field_oeuvre_val_assurance_value","field_oeuvre_prix_vente_value","field_oeuvre_notes_value","field_oeuvre_memo_value","field_oeuvre_emplacement_value","field_oeuvre_collection_value","field_oeuvre_cout_prod_dol_value","field_oeuvre_val_assurance_dol_value","field_oeuvre_prix_vente_dol_value","field_oeuvre_publiable_value","field_oeuvres_notice_value","field_oeuvres_legende_value","field_oeuvres_dim_feet_value","field_sous_titre_value","field_oeuvre_date_value","field_courtesy_value","field_oeuvre_adresse_web_url","category","localisation","logicel","series","filepaths"
"Fractal Flowers Bubble 2009","2009-FF-BUBBLE","oui","Une sphère blanche devient le support d'un univers virtuel projeté Fractal Flowers évoluant à l'infini.
Des fleurs géantes fractales sont générées à l’infini grâce à un programme informatique. Les fleurs naissent aléatoirement, s’épanouissent et meurent. Elles dévoilent des formes poussées à l'extrême de leur géométrisation. Nous sommes ici dans un univers végétal très intriguant, peuplé de fleurs mi-minéral, mi-animal, qui ont à la fois une réelle monumentalité par leurs formes géométriques et en même temps un aspect évanescent lorsque, en quelques secondes, elles s'évaporent dans l'air.","2,5 m ø","L'oeuvre comprend 1 sphère gonflable, 1 PC, 1 vidéoprojecteur","Oeuvre unique",NULL,NULL,NULL,"Installation créée pour l'Ambassade de France à Brasilia.",NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers Bubble, Miguel Chevalier, 2009, Installation de réalité virtuelle générative et interactive, 2,5 m ø, Oeuvre unique","82,02 ft ø",NULL,2009,NULL,NULL,"Installation de réalité virtuelle générative","Inconnue","Logiciel: Cyrille Henry ","Fractal Flowers","sites/default/files/media/images/2009-ff-bubble2.jpg,sites/default/files/media/images/2009-ff-bubble3.jpg,sites/default/files/media/images/2009-ff-bubble4.jpg,sites/default/files/media/images/2009-ff-bubble5.jpg,sites/default/files/media/images/2009-ff-bubble1.jpg"
"Flores Fractales 2009","2009-FF-CARA1","oui",NULL,"16 x 3 m","2 vidéoprojecteurs, 1 PC, 1 caméra infrarouge","Oeuvre unique",NULL,NULL,NULL,"A Brescia, lors de l'exposition \"Living Codes\" organisée par la galerie PaciArte, l'installation fut presentée avec le nom \"Fractal Flowers\".",NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Flores Fractales, Miguel Chevalier, 2009, Installation de réalité virtuelle interactive et génerative, 16 x 3 m, Oeuvre unique",NULL,"Caracas",2009,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2011-e-priveekollectie-10_0.jpg"
"Chronographie 2009","2009-FF-CHRONOGRAPHIE","oui",NULL,"6 x (200 x 20 cm)","Tirages numériques sous Diasec","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"Collection privée","Collection Antoine Wargny",NULL,NULL,NULL,"non","Cette même oeuvre a été montrée au Musée de la Chasse lors de l'exposition \"Fractal Flowers in vitro\" 2009.","Chronographie Fractal Flowers 1 à 6, Miguel Chevalier, 2009,  Tirages numériques sous Diasec, 6 x (200 x 20), Oeuvre unique","6 x (78,74 x 7,87 in)","Fractal Flowers (1 à 6)",2009,NULL,NULL,"Impression","Vendu",NULL,"Fractal Flowers","sites/default/files/media/images/2009-e-ff5mchasse.jpg,sites/default/files/media/images/2009-e-chronomchasse_0.jpg,sites/default/files/media/images/2009-ff-chronographiewargny.jpg"
"Chronographies ","2009-FF-CHRONOGRAPHIES(V)","oui","Oeuvre composé de 6 graines extraites de l'Herbarius 2059 (graines 1 à 6) Pychsellis Vipérine
Oxalis de Thalès, 
Trifolia Sadica, 
Purple Haze Artifilis Femina,  
Alchemille dentelée dite de Faust, 
Dracocéphale de la Vierge ","6 x (200 x 20cm )","Tirages numériques sous Diasec","Oeuvre unique ",NULL,17000,17000,NULL,NULL,"Galerie Puerta Roja, Hong Kong",NULL,NULL,NULL,NULL,"oui",NULL,"Chronographies (verticale), Miguel Chevalier, 2009, Tirages numériques sous Diasec, 6 x (200 x 20 cm), Oeuvre unique","6 x (78,74 x 7,87 in)","verticale",2009,NULL,"https://vimeo.com/88432604","Impression","Vendu",NULL,"Fractal Flowers","sites/default/files/media/images/2009-ff-chronographiesvhceret_1.jpg,sites/default/files/media/images/2014-e-hongkong1.jpg,sites/default/files/media/images/2009-ff-chronographiesvhk_0.jpg,sites/default/files/media/images/2009-ff-chronographiesvh2ceret.jpg"
"Chronographies ","2009-FF-CHRS(H)","oui","Oeuvre composé à partir de 6 graines extraites de l'Herbarius 2059 (graines 7 à 12)
Reographia Lucifera sive magnetica, 
Pixacantha Baudelairis,  
Lilus Arythmeticus dit d’Euclide,  
Polygonum bursa-pastoris seu Aristotelica Robusta,  
Silène luminaris sive Muflier de Borges, 
Bella Donna sive Linnius Hypericum Digitalis ","6 x (200 x 20 cm)","Tirages numériques sous Diasec ","Oeuvre unique",NULL,12000,17000,NULL,NULL,"Collectionneur","Collection Guy et Myriam Ullens",NULL,NULL,NULL,"oui",NULL,"Chronographies (horizontale), Miguel Chevalier, 2009, Tirages numériques sous Diasec, 6 x (200 x 20 cm), Oeuvre unique","6 x (78,74 x 7,87 in)","(horizontale)",2009,NULL,"https://vimeo.com/88432604","Impression","Vendu",NULL,"Fractal Flowers","sites/default/files/media/images/2009-ff-chronographieshhk_0.jpg,sites/default/files/media/images/2009-ff-chronographiesvhceret_0.jpg,sites/default/files/media/images/2009-ff-chronographieshceret.jpg"
"Couronne","2009-FF-COURONNE","oui",NULL,"35 x 35 x 35 cm","Sculpture par impression 3D en résine","Oeuvre unique",NULL,NULL,NULL,"Après avoir été exposée à Lyon la sculpture a été chromée.","Le prix de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 5500 euros. ","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Couronne, Miguel Chevalier, 2009, Sculpture par impression 3D en résine, 35 x 35 x 35 cm, Oeuvre unique","13,77 x 13,77 x 13,77 in","(Chrome)",2009,NULL,NULL,"Impression 3D","Atelier",NULL,"Fractal Flowers","sites/default/files/media/images/img_4505.jpg,sites/default/files/media/images/img_4504.jpg,sites/default/files/media/images/img_4502.jpg"
"Fractal Flowers - Couronne","2009-FF-COURONNE(R/B)","oui",NULL,"80 x 80 cm","Sérigraphie sur plexiglas","Oeuvre unique",NULL,4000,4000,"D'après l'idée de l'éditeur belge Claude Deby qui voulait en faire une série de 1 à 6 exemplaires.",NULL,"-",NULL,NULL,NULL,NULL,"non",NULL,"Fractal Flowers - Couronne, Miguel Chevalier, 2009, Sérigraphie sur plexiglas, 80 x 80 cm, Oeuvre unique","31,50 x 31",NULL,2009,NULL,NULL,"Sérigraphie","Inconnue","Cyrille Henry","Fractal Flowers",NULL
"Fractal Flowers","2009-FF-FFLISBONNE","oui","Après l’expérience des Sur-natures, jardins virtuels exposés dans de très nombreux pays, le nouvelle oeuvre intitulée « Fractal Flowers » présente une nouvelle génération de fleurs et de jardins virtuels. Il s’agit de fleurs géantes fractales de différentes couleurs et aux formes, générées à l’infini grâce à un logiciel inédit. Cette oeuvre s'appuie sur un principe génératif et interactif créant des graines virtuelles autonomes, qui naissent aléatoirement, grandissent, s’épanouissent et meurent, tout en réagissant au passage des visiteurs. Elles dévoilent des fleurs aux formes beaucoup plus affirmées et stylisées que les Sur-Natures, poussées à l'extrême de leur géométrisation.

Nous sommes ici dans un univers végétal très intriguant, peuplé de fleurs-cristal à la structure filaire, rappelant les facettes d'un diamant, qui ont à la fois une réelle monumentalité par leurs formes géométriques et en même temps un aspect évanescent lorsque, en quelques secondes, elles s'évaporent dans l'air. Le gigantisme de ces fleurs, leur capacité à suivre du regard le visiteur quand il se déplace, crée un étrange et mystérieux, voire troublant dialogue avec lui. Les fleurs se courbent comme pour faire une révérence et l’accueillir dans la virtualité de cet intriguant jardin. Elles déploient alors leurs plus belles couleurs, leurs plus incroyables formes, s'observent entre elles, se confondent sur les fonds colorés, se penchent vers lui comme pour regarder de plus près sa réalité, pour enfin disparaître sous son regard fasciné et ému de ce rapport si vivant avec un objet virtuel qu'il ne reverra jamais.
","22 x 4,50 m","1 PC, 4 vidéoprojecteurs, 2 capteurs infrarouge","Oeure unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"non",NULL,"Fractal Flowers, Miguel Chevalier, 2009, Installation de réalité virtuelle interactive et générative, 22 x 4,50 m, Oeuvre unique","72,18 x 14,76 ft",NULL,2009,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Atelier","Logiciel : Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2009-ff-fflisbonne5.jpg,sites/default/files/media/images/2009-ff-fflisbonne4_0.jpg,sites/default/files/media/images/2009-ff-fflisbonne3_0.jpg,sites/default/files/media/images/2009-ff-fflisbonne2.jpg,sites/default/files/media/images/2009-ff-fflisbonne1_0.jpg"
"Fractal Flowers 2009","2009-FF-FFTAP(1)","oui",NULL,"1,80 m Ø ","Tapisserie en laine et soie","Oeuvre unique",NULL,30000,30000,"La tapisserie a été réalisée par la manufacture Tai Ping.
Sur la tapisserie a été projetée un univers virtuel Fractal Flowers.",NULL,"Collectionneur","Collection Guy et Myriam Ullens",NULL,NULL,NULL,"oui",NULL,"Fractal Flowers, Miguel Chevalier, 2009, Tapisserie en laine et soie, 1,80 de diamètre, Oeuvre unique","55,77 ft Ø ",NULL,2009,NULL,NULL,"Installation mixed media","Vendu",NULL,"Fractal Flowers","sites/default/files/media/images/2009-ff-fftapisserie1.jpg,sites/default/files/media/images/2009-ff-fftapisserie2_0.jpg,sites/default/files/media/images/2009-ff-fftapisserie3.jpg,sites/default/files/media/images/2014-e-hongkong_1.jpg,sites/default/files/media/images/2014-e-hongkong1_0.jpg,sites/default/files/media/images/2014-e-hongkongtapisserie.jpg"
"Fractal Flowers 2009","2009-FF-FFTAPISSERIE(2)","oui",NULL,"3 m Ø","Tapisserie en laine angora et soie, 1 vidéoprojecteur, 1 ordinateur","Oeuvre unique",NULL,51000,51000,"La tapisserie a été réalisée par les ateliers Tai Ping. 
Sur la tapisserie est projecté un univers virtuel \"Fractal Flowers\".","Le prix de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 27500 euros.","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers, Miguel Chevalier, 2009, Tapisserie en laine et soie, 3 m de diamètre, Oeuvre unique","9,84 ft Ø",NULL,2009,NULL,NULL,"Installation mixed media","Atelier","Logiciel : Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2010-e-lisbonne-9_1.jpg"
"Fractal Flowers 2009","2009-FF-FFTAPISSERIE(3)","oui",NULL,"2,5 m ø","L'installation comprend:  1 tapisserie en laine angora et soie, le logiciel \"Fractal Flowers\", 1 vidéoprojecteur et 1 ordinateur.","Oeuvre unique",NULL,15000,15000,NULL,"Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 22000 euros.","Collectionneur","Collection Raymond Wanders",NULL,NULL,NULL,"oui",NULL,"Fractal Flowers, Miguel Chevalier, 2009, Installation mixed media, 2,5 m ø, Oeuvre unique","8,20 ft ø",NULL,2009,NULL,NULL,"Installation mixed media","Vendu","Logiciel: Cyrille Henry ","Fractal Flowers","sites/default/files/media/images/2009-ff-fftapisserie34.jpg,sites/default/files/media/images/2009-ff-fftapisserie35.jpg,sites/default/files/media/images/2009-e-bruxellesimal1.jpg,sites/default/files/media/images/2011-e-priveekollectie-11_0.jpg,sites/default/files/media/images/2009-ff-fftapisserie33.jpg,sites/default/files/media/images/2009-ff-fftapisserie32.jpg,sites/default/files/media/images/2009-ff-fftapisserie31.jpg"
"Fractal Flowers 2009","2009-FF-FFTAPISSERIE(3)","oui",NULL,"2,5 m Ø","Tapisserie en laine angora et soie, 1 vidéo-projecteur, 1 ordinateur","Œuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers, Miguel Chevalier, 2009, Tapisserie en laine angora et soie, 1 vidéo-projecteur, 1 ordinateur, 2,5 m Ø, Œuvre unique","8,2 ft Ø",NULL,2009,NULL,NULL,"Installation mixed media","Inconnue","Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2011-e-priveekollectie-11.jpg"
"Fractal Flowers in vitro 2009","2009-FF-FFVITRO(PARISCHASSE)","oui","Miguel Chevalier présente pour le Musée de la Chasse et de la Nature, une nouvelle installation intitulée Fractal Flowers in vitro 2009. Il s’agit d’une installation de réalité virtuelle interactive multisensorielle réalisée avec la collaboration avec de deux autres créateurs, Jacopo Baboni Schilingi, compositeur de musique et Annick Menardo, parfumeur.
La vue sera le premier des sens à être activée, notamment avec cette mini serre sur les parois de laquelle sera projetée une étrange nature en perpétuel devenir, les « Fractal Flowers ». Ce mystérieux ballet végétal sera accompagné d’une musique créée spécialement par le compositeur Jacopo Baboni Schilingi, qui amplifie l’expérience sensible. Après l’image et le son, l’œuvre sera enrichie simultanément grâce à la perception olfactive créée par Annick Menardo. Cet environnement olfactif emporte encore un peu plus l’imagination des visiteurs, ajoutant à la réalité de la matière et du virtuel, un espace odorant.","-","-","Oeuvre unique",NULL,NULL,NULL,"Il s'agit du même jardin virtuel de celui présenté en 2008 dans la place Baudoyer, Paris 4ème, la serre étant pourtant plus petite.",NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers in-vitro, Miguel Chevalier, 2009, Installation de réalité virtuelle interactive et générative, Oeuvre unique",NULL,NULL,2009,NULL,"http://www.miguel-chevalier.com/fr/oeuvres","Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel : Cyrille Henry","Fractal Flowers",NULL
"Herbarius 2059","2009-FF-HERBA(DVD)","oui","Les 12 fleurs du livre virtuel « Herbarius », issues de la génération de fleurs virtuelles « Fractal Flowers », s'épanouissent, puis disparaissent une à une.","-","DVD de 35 minutes","Edition limitée numérotée et signée de 1 à 77",NULL,NULL,NULL,"Le prix de vente du DVD de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 600 euros. Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 250 euros (sans l'écran et le lecteur DVD).","Une copie du DVD a été offerte par Miguel Chevalier à Antonio Prates.","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"non","Il en restent 60 exemplaires. ","Herbarius 2059 - 12 graines, Miguel Chevalier, 2009, DVD de 35 minutes, Edition limitée numérotée et signée de 1 à 77",NULL,"12 graines",2009,NULL,NULL,"DVD","Atelier",NULL,"Fractal Flowers","sites/default/files/media/images/2009-ff-herbadvd2.jpg,sites/default/files/media/images/2009-ff-herbadvd3.jpg,sites/default/files/media/images/2010-e-lisbonne-3_3.jpg,sites/default/files/media/images/2010-e-lisbonne-2_2.jpg,sites/default/files/media/images/2009-ff-herbadvd4.jpg"
"Herbarius 2059 (Planches)","2009-FF-HERBA(IMPRESSIONS)","oui","Il s'agit d'oeuvres fixes, sous forme d’estampes numériques. Ces planches imprimées présentent une partie de l’herbier qui constitue les Fractal Flowers avec en vis-à-vis de textes génératifs de l'écrivain Jean-Pierre Balpe.","A VERIFIER","Impressions digitales sur papier Arches (réalisées par Jérôme Arcay)","Oeuvre unique à 2 tirages",NULL,NULL,NULL,NULL,"L'oeuvre a été offerte par l'artiste au Musée de la Chasse de Paris.
Une copie de l'oeuvre se trouve probablement à l'atelier. A VERIFIER.","Musée de la Chasse de Paris",NULL,NULL,NULL,NULL,"oui",NULL,"Herbarius 2059, Miguel Chevalier, 2009, Impressions digitales sur papier Arches, Dimensions à verifier, Oeuvre unique",NULL,NULL,2009,NULL,NULL,"Impression","Vendu",NULL,"Fractal Flowers","sites/default/files/media/images/2009-ff-herbaimpr2.jpg,sites/default/files/media/images/2009-ff-herbaimpr1.jpg"
"Herbarius 2059 (Français)","2009-FF-HERBAFR(1)","oui","En collaboration avec Jean-Pierre Balpe (écrivain)
Installation de réalité virtuelle interactive et générative mêlant réel et virtuel.
Il existe en version française, anglaise ou espagnole. Chaque version à 12 fleurs différentes. Chaque texte et les 12 fleurs fractales créent des variations à l'infini.
","livre : 47 cm x 48 cm x 6 cm fermé","L'oeuvre comprend: un pupitre en médium dessiné spécialement par Miguel Chevalier, 1 livre blanc réalisé spécialement par une relieuse, 1 ordinateur avec le logiciel de l'oeuvre, 1 caméra infra-rouge et un spot infra-rouge pour l'interactivité.
","Edition à 12 (8 + 4 épreuves d'artiste)",8000,70000,70000,"Oeuvre placée contre un mur (hauteur sous plafond minimum de 3 mètres), dans un espace de pénombre sans changement lumineux. 
Nécessité d'électricité.
","L'Herbarius 2059 exhibé au Salon du livre ancien et au Musée de la Chasse était un prototype par rapport à celui représenté dans cette fiche d'inventaire.","Collectionneur","Collection Marc Divaris",NULL,NULL,NULL,"oui",NULL,"Herbarius 2059 (Français), Miguel Chevalier, 2009, Installation de réalité virtuelle interactive et générative, Edition à 12","book : 18,50 x 18,90 x 2,36 in closed",NULL,2009,NULL,"https://vimeo.com/88432604","Installation de réalité virtuelle interactive et générative","Vendu","Logiciel Cyrille Henry [nid:4] et Antoine Villeret","Fractal Flowers","sites/default/files/media/images/2009-e-herbamchasse2.jpg,sites/default/files/media/images/2009-e-herbamchasse3.jpg,sites/default/files/media/images/2009-e-herbamchasse1.jpg"
"Pychsellis Vipérine 2009","2009-FF-HERBAFR-G1","oui","Graine virtuelle extraite de l'Herbarius 2059, issue de la série des Fractal Flowers","Dimensions variables","1 Ecran plasma, 1 ordinateur avec le logiciel Fractal Flowers","Oeuvre unique",NULL,NULL,NULL,"Elle apparaît dans le DVD Herbarius 2059 - 12 graines.

Réalisée également en chronographie.","L'installation de réalité virtuelle générative \"Psychellis Vipérine\" a remplacé la \"Cléome Spinosa\" lors de l'exposition \"Autres Natures\" au Domaine de Chaumont sur Loire, après que la sculpture Cléome a été cassée. ","Galerie Puerta Roja",NULL,NULL,NULL,NULL,"oui",NULL,"Pychsellis Vipérine, Miguel Chevalier, 2009, Installation de réalité virtuelle générative, Dimensions variables, Oeuvre unique","Variable size","Fractal Flowers, Herbarius Français, Graine 1",2009,NULL,NULL,"Installation de réalité virtuelle générative","Prêt","Logiciel Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2009-ff-herbafr-g1new2_0.jpg,sites/default/files/media/images/2009-ff-herbafr-g1new1_1.jpg,sites/default/files/media/images/2009-ff-herbafr-g1-c_1.jpg,sites/default/files/media/images/2009-ff-herbafr-g1-b_1.jpg,sites/default/files/media/images/2009-ff-herbafr-g1-a_0.jpg,sites/default/files/media/images/capture_decran_2016-05-24_a_11.29.19.jpg,sites/default/files/media/images/capture_decran_2016-05-24_a_11.29.28.jpg"
"Polygonum bursa-pastoris seu Aristotelica Robusta 2009","2009-FF-HERBAFR-G10","oui","Graine virtuelle extraite de l'Herbarius 2059, issue de la série des Fractal Flowers","Dimensions variables","L'œuvre comprend 1 Ecran plasma, 1 ordinateur avec le logiciel Fractal Flowers.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Polygonum bursa-pastoris seu Aristotelica Robusta, Miguel Chevalier, 2009, Installation de réalité virtuelle générative, Oeuvre unique","Variable size","Fractal Flowers, Herbarius Français, Graine 10",2009,NULL,NULL,"Installation de réalité virtuelle générative","Inconnue","Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2009-ff-herbafr-g10-c.jpg,sites/default/files/media/images/2009-ff-herbafr-g10-b.jpg,sites/default/files/media/images/2009-ff-herbafr-g10-a.jpg"
"Silène luminaris sive Muflier de Borgès","2009-FF-HERBAFR-G11","oui","Graine virtuelle extraite de l'Herbarius 2059, issue de la série des Fractal Flowers","Dimensions variables","L'œuvre comprend 1 Ecran plasma et 1 ordinateur avec le logiciel Fractal Flowers.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Silène luminaris sive Muflier de Borgès, Miguel Chevalier, 2009, Installation de réalité virtuelle générative, Oeuvre unique","Variable size","Fractal Flowers, Herbarius Français, Graine 11",2009,NULL,NULL,"Installation de réalité virtuelle générative","Inconnue","Cyrille Henry","Fractal Flowers","sites/default/files/media/images/2009-ff-herbafr-g11-c.jpg,sites/default/files/media/images/2009-ff-herbafr-g11-b.jpg,sites/default/files/media/images/2009-ff-herbafr-g11-a.jpg"
